,repo_name,repo_owner,git_url,description,size,watchers_count,forks_count,open_issues
598,NTPoly,william-dawson,https://github.com/william-dawson/NTPoly,A massively parallel library for computing the functions of sparse matrices. ,11354,10,4,2
599,pfunit,laristra,https://github.com/laristra/pfunit,Mirror of PFUnit repository (http://git.code.sf.net/p/pfunit/code),12171,10,5,1
600,PelePhysics,AMReX-Combustion,https://github.com/AMReX-Combustion/PelePhysics,A collection of physics databases and implementation code for use with the Pele suite of of codes,34921,10,16,3
601,EStokTP,PACChem,https://github.com/PACChem/EStokTP,,4489,10,5,0
602,MISTRAL,pseudospectators,https://github.com/pseudospectators/MISTRAL,Experimental research code for 3D Navier-Stokes equation using the method of artificial compressibility and finite differences,1722,10,2,0
603,fortran-cuda-interfaces,MentorEmbedded,https://github.com/MentorEmbedded/fortran-cuda-interfaces,,19,10,0,0
604,kpp,barronh,https://github.com/barronh/kpp,Kinetic Pre-Processor (from http://people.cs.vt.edu/~asandu/Software/Kpp/) with updates to allow working with MCM.,1203,10,5,0
605,CPFEM_code,gabortimar,https://github.com/gabortimar/CPFEM_code,Source code for Crystal Plasticity Finite Element simulation program written in Fortran 90.,1552,10,5,0
606,array_passing_performance,jlokimlin,https://github.com/jlokimlin/array_passing_performance,This project studies the impact of passing various types of arrays as dummy (formal) arguments.,18,10,0,0
607,nsCouette,dfeldmann,https://github.com/dfeldmann/nsCouette,A high-performance code for direct numerical simulations of turbulent Taylor-Couette flow,20720,10,5,0
608,PararealF90,Parallel-in-Time,https://github.com/Parallel-in-Time/PararealF90,Lightweight Fortran 90 Parareal for 3D Burgers' equation,2234,10,3,1
609,Modtran,space-physics,https://github.com/space-physics/Modtran,"Modtran atmospheric model, in Fortran and Python interface",4985,10,3,0
610,ADGA,AbinitioDGA,https://github.com/AbinitioDGA/ADGA,Abinitio Dynamical Vertex Approximation,65941,10,0,0
611,iESM,E3SM-Project,https://github.com/E3SM-Project/iESM,The Integrated Earth System Model (iESM) couples the Global Change Assessment Model  to the Community Earth System Model,45125,10,4,1
612,Nek5000-deprecated,Nek5000-deprecated,https://github.com/Nek5000-deprecated/Nek5000-deprecated,Nek5000,2289,10,14,7
613,factual,cmacmackin,https://github.com/cmacmackin/factual,Field Abstract Calculus Type Useable and Aesthetic Library,373,10,0,0
614,fortran-kmeans,Eroica-cpp,https://github.com/Eroica-cpp/fortran-kmeans,A Fortran library for K-Means algorithm.,13,10,3,0
615,dns,mt5555,https://github.com/mt5555/dns,direct numerical simulation,11024,10,19,1
616,cedar,cedar-framework,https://github.com/cedar-framework/cedar,"A robust, variational multigrid library implementing BoxMG on large scale parallel systems.",2369,10,3,10
617,HARP_Opt,NREL,https://github.com/NREL/HARP_Opt,HARP_Opt: Horizontal Axis Rotor Performance Optimization,55511,10,13,1
618,BladeX,usuaero,https://github.com/usuaero/BladeX,Blade Element Propeller Code,11,10,3,0
619,rpn-calc-fortran,scivision,https://github.com/scivision/rpn-calc-fortran,Fortran 2018 Reverse Polish Notation (RPN) calculator. Over 100 functions not in standard Fortran,1531,10,0,0
620,NS_Solver_IBM,shantanu7,https://github.com/shantanu7/NS_Solver_IBM,CFD assignment 2D incompressible Navier-Stokes solver,1814,10,3,0
621,CENS,ManyBodyPhysics,https://github.com/ManyBodyPhysics/CENS,This repository contains several sets of many-body codes developed by Morten Hjorth-Jensen and collaborators. The codes follow the GNU  GPL v.3 public license settings.,17692,10,6,0
622,seisloc,speedshi,https://github.com/speedshi/seisloc,seismic location using waveform migration based methods,4031,10,2,2
623,lcmap-change-detection-c,repository-preservation,https://github.com/repository-preservation/lcmap-change-detection-c,LCMAP modules for change detection [WIP],962,10,20,2
624,ellc,pmaxted,https://github.com/pmaxted/ellc,Light curve model for transiting exoplanets and eclipsing binary stars,13464,10,2,2
625,mxmx,ramos,https://github.com/ramos/mxmx,MIXMAX,504,9,0,0
626,pyavl,pankajp,https://github.com/pankajp/pyavl,PyAVL is a python based gui interface to the Athena Vortex Lattice (AVL) program for aerodynamic and other analysis,1300,9,3,1
627,ifeffit,newville,https://github.com/newville/ifeffit,ifeffit XAFS analysis programs,4163,9,4,2
628,feff85exafs,xraypy,https://github.com/xraypy/feff85exafs,Feff8L: Open Source theoretical EXAFS fitting standards,11003,9,4,12
629,ce-tddft,dceresoli,https://github.com/dceresoli/ce-tddft,Real-time TDDFT for Quantum-Espresso,3123,9,5,0
630,UCLCHEM,uclchem,https://github.com/uclchem/UCLCHEM,UCLCHEM - A gas-grain chemical code for Astrochemistry.,29528,9,6,0
631,FTeikPy,keurfonluu,https://github.com/keurfonluu/FTeikPy,FTeikPy is a Python module that computes accurate first arrival traveltimes in 2-D and 3-D heterogeneous isotropic velocity model.,5044,9,4,0
632,matprod,radfordneal,https://github.com/radfordneal/matprod,Library for fast matrix multiplication that preserves naive rounding,7473,9,2,0
633,RegCM,ictp-esp,https://github.com/ictp-esp/RegCM,ICTP Regional Climate Model,92565,9,1,0
634,contrib-snufflings,pyrocko,https://github.com/pyrocko/contrib-snufflings,User contributed snufflings collection,7499,9,10,6
635,calypso,geodynamics,https://github.com/geodynamics/calypso,"Calypso performs magnetohydrodynamics (MHD) simulation in a rotating spherical shell, modeled as Boussinesq fluid driven by thermal or compositional buoyancy.",31106,9,5,0
636,SCI-effects-simulation,research-group-of-Xinzheng-Lu,https://github.com/research-group-of-Xinzheng-Lu/SCI-effects-simulation,Open source codes for city-scale nonlinear time history analysis of buildings considering site-city interaction effects.,12014,9,3,0
637,VARDEN,BoxLib-Codes,https://github.com/BoxLib-Codes/VARDEN,Variable-density incompressible Navier-Stokes code in F90,1436,9,5,0
638,vaspwfc,QijingZheng,https://github.com/QijingZheng/vaspwfc,"create wavefunction file from selected spin, kpoint and band index in VASP wavecar",20,9,9,0
639,shabaka,omhafez,https://github.com/omhafez/shabaka,Image-Based Mesh Generation,81058,9,2,0
640,nonEquilibriumGreensFunction,brian-dellabetta,https://github.com/brian-dellabetta/nonEquilibriumGreensFunction,Calculates transport dynamics of a customizable channel and contact configuration in the Non-Equilibrium Green's Function Formalism,160,9,5,0
641,lev00,hornos,https://github.com/hornos/lev00,"L. N. Kantorovich, User-friendly visualisation program for ab initio DFT codes VASP, SIESTA, QE and QUICKSTEP, 1996-2012, unpublished.",256,9,10,0
642,classic,clawpack,https://github.com/clawpack/classic,Classic single-grid Fortran routines,488,9,19,10
643,FFNN,Lili-Mou,https://github.com/Lili-Mou/FFNN,Feed-forward neural networks,82441,9,1,0
644,Nbody6,nbodyx,https://github.com/nbodyx/Nbody6,NBODY6,2288,9,5,1
645,fortran_oo,pletzer,https://github.com/pletzer/fortran_oo,,22,9,1,0
646,PyFVS,tharen,https://github.com/tharen/PyFVS,A Python package and extension for the Forest Vegetation Simulator,73364,9,2,9
647,Nekbone,Nek5000,https://github.com/Nek5000/Nekbone,Proxy app for Nek5000,777,9,11,2
648,gs3,alegarra,https://github.com/alegarra/gs3,"GS3, software for genomic prediction and whole genome Bayesian analysis",1173,9,3,1
649,GEM,ychen38,https://github.com/ychen38/GEM,A software for computer simulation of magnetically confined plasmas,16233,9,6,0
650,FLOw,szaghi,https://github.com/szaghi/FLOw,Fortran fLuid Object,11526,9,5,5
651,mamba,shortlab,https://github.com/shortlab/mamba,"Public (open source) repository for the MAMBA porous media chemistry, heat transfer, and fluid flow code, supported by CASL (the Consortium for Advanced Simulation of LWRs)",56784,9,11,1
652,SeisElastic2D,crewesleo,https://github.com/crewesleo/SeisElastic2D,"An open-source package for multiparameter FWI in isotropic-, anisotropic- and visco-elastic media",40646,9,6,0
653,vtkmofo,porteri,https://github.com/porteri/vtkmofo,VTK format using modern fortran,1048,9,5,5
654,feast,certik,https://github.com/certik/feast,FEAST Eigenvalue Solver,3084,9,4,1
655,DangerousSnake,dangeroussnake,https://github.com/dangeroussnake/DangerousSnake,A simple snake game written in FORTRAN using gfortran and ncurses.,83,9,1,1
656,ppiclF,dpzwick,https://github.com/dpzwick/ppiclF,A parallel particle-in-cell library in Fortran.,3806,9,3,8
657,postg,aoterodelaroza,https://github.com/aoterodelaroza/postg,Calculate the dispersion energy and related quantities in gas-phase systems using the exchange-hole dipole moment (XDM) model.,990,9,3,0
658,scalapackfx,dftbplus,https://github.com/dftbplus/scalapackfx,Modern Fortran wrappers around ScaLAPACK routines,219,9,4,4
659,FLINT,princemahajan,https://github.com/princemahajan/FLINT,Fortran Library for numerical INTegration of differential equations,895,9,0,0
660,MPMD-with-Coarray-Fortran-Load-Balancing-Example-Program,MichaelSiehl,https://github.com/MichaelSiehl/MPMD-with-Coarray-Fortran-Load-Balancing-Example-Program,THIS REPOSITORY CONTAINS A FORTRAN (2008) COARRAY EXAMPLE PROGRAM THAT ILLUSTRATES A SIMPLE PGAS LOAD BALANCING TECHNIQUE,382,9,1,1
661,molscat,molscat,https://github.com/molscat/molscat,,11496,9,3,0
662,tenstream,tenstream,https://github.com/tenstream/tenstream,,89951,9,6,0
663,GenASiS_Mathematics,GenASiS,https://github.com/GenASiS/GenASiS_Mathematics,"Object-oriented manifolds, operations, and solvers for large-scale physics simulations",2363,9,1,0
664,WAM,mywave,https://github.com/mywave/WAM,third generation spectral wave model WAM Cycle 4.5.4,7299,9,11,1
665,unstructured-finite-volume,komahanb,https://github.com/komahanb/unstructured-finite-volume,Unstructured Finite Volume Solver for Partial Differential Equations,2219,9,1,0
666,aircraft-datcom,arktools,https://github.com/arktools/aircraft-datcom,Modified USAF Aircraft DATCOM,37964,9,3,1
667,MFV3d,svaverbe,https://github.com/svaverbe/MFV3d,A FORTRAN implementation of a Moving Finite Volume MHD code in three dimensions including self-gravity.,890,9,7,0
668,eiscor,eiscor,https://github.com/eiscor/eiscor,eigensolvers based on unitary core transformations,4219,9,3,2
669,speedy.f90,samhatfield,https://github.com/samhatfield/speedy.f90,An intermediate complexity atmospheric general circulation model,37959,9,1,3
670,IEA-10.0-198-RWT,IEAWindTask37,https://github.com/IEAWindTask37/IEA-10.0-198-RWT,,1885,9,3,0
671,GITM,aaronjridley,https://github.com/aaronjridley/GITM,The Global Ionosphere/Thermosphere Model,30334,9,7,4
672,AWOT,nguy,https://github.com/nguy/AWOT,Airborne Weather Observations Toolkit - A python-based package,9808,9,7,5
673,flx_wrf2,sajinh,https://github.com/sajinh/flx_wrf2,FLEXPART for WRF,44475,9,11,2
674,MODFLOW-USG,mwtoews,https://github.com/mwtoews/MODFLOW-USG,"(non-official) Three-dimensional, unstructured, finite-difference groundwater flow model",35277,9,4,0
675,ParallelForest,bert9bert,https://github.com/bert9bert/ParallelForest,"R package implementing random forest classification using parallel computing, built with Fortran and OpenMP in the backend.",3734,9,4,2
676,DeepNetStuff,mehtadushy,https://github.com/mehtadushy/DeepNetStuff,Bits and bobs from various deepnet experiments,188401,9,3,0
677,hdf5-feedstock,conda-forge,https://github.com/conda-forge/hdf5-feedstock,A conda-smithy repository for hdf5.,224,9,35,7
678,woptic,woptic,https://github.com/woptic/woptic,optical conductivity with Wannier functions and adaptive k-mesh refinement,1627,9,4,15
679,FortranHashDict,ropeonfire,https://github.com/ropeonfire/FortranHashDict,A Key-Value Dictionary for Fortran implemented with a hashtable and singly-linked lists.,34,9,0,0
680,multifluids,FluidityProject,https://github.com/FluidityProject/multifluids,Multifluids prototype code,145590,9,5,2
681,applied_math,dcelisgarza,https://github.com/dcelisgarza/applied_math,Applied maths codes.,8183,9,0,0
682,FSM2,RichardEssery,https://github.com/RichardEssery/FSM2,Flexible Snow Model - a multi-physics energy balance model of accumulation and melt of snow on the ground and in forest canopies,1541,9,4,3
683,mpich-docker,aespinosa,https://github.com/aespinosa/mpich-docker,MPICH3 with Docker (Global Hack Day 2014 Entry),160,9,1,0
684,dataset1d,perrette,https://github.com/perrette/dataset1d,"pandas DataFrame for fortran, with netCDF I/O",224,9,0,0
685,LevelSetFortran,musheen,https://github.com/musheen/LevelSetFortran,Three-dimensional level set code in Fortran. Reads an STL file and creates a signed distance field using WENO5. Gives you an option to runs min/max flow on the level set field to smooth the geometry. ,165,9,3,0
686,LLEA,helgee,https://github.com/helgee/LLEA,LLEA (Low-Level Engine for Astrodynamics) a modern Fortran astrodynamics library,366,9,1,0
687,HMcode,alexander-mead,https://github.com/alexander-mead/HMcode,Source code for non-linear matter power spectrum prediction.,243,9,4,0
688,generic-procedures,modern-fortran,https://github.com/modern-fortran/generic-procedures,Generic procedures in Fortran,744,9,0,0
689,dStar,nworbde,https://github.com/nworbde/dStar,routines for computing neutron star structure and evolution,982,9,4,1
690,pysurf96,miili,https://github.com/miili/pysurf96,"Python wrapper for modelling surface wave dispersion curves from surf96 - Computer Programs in Seismology, R. Hermann",30,9,3,2
691,ABAQUS_Subroutines,ALandauer,https://github.com/ALandauer/ABAQUS_Subroutines,Viscoplastic UMAT and rotational body force UEL,1796,9,10,0
692,Improved_Phase-Field_LBM_2D,AbbasHub,https://github.com/AbbasHub/Improved_Phase-Field_LBM_2D,Improved conservative phase-field LBM code for multiphase flows in a 2D periodic domain,20,9,7,0
693,fortran_quaternion,pdebuyl,https://github.com/pdebuyl/fortran_quaternion,Basic quaternion operations,14,9,0,1
694,optionsf90,cngilbreth,https://github.com/cngilbreth/optionsf90,Options & input processing for modern Fortran,154,9,3,1
695,fitpackpp,jbaayen,https://github.com/jbaayen/fitpackpp,C++ binding for FITPACK B-spline curve and surface fitting routines,348,9,11,3
696,elk-w90-improved,rohkeaID,https://github.com/rohkeaID/elk-w90-improved,An interface for ELK-Wannier90 calculations,7373,9,1,0
697,ioapi-3.2,cjcoats,https://github.com/cjcoats/ioapi-3.2,"I/O API Version 3.2:  new, beta",6048,9,5,1
698,pflotran,pflotran,https://github.com/pflotran/pflotran,,96109,9,4,0
699,dungeon,GOFAI,https://github.com/GOFAI/dungeon,the classic text adventure updated to compile using gfortran,266,9,1,0
700,LETFT,PengLiPK,https://github.com/PengLiPK/LETFT,A software about 3D local earthquake tomography with full topography. The outputs are 3D P- and S-wave velocity model.,22859,9,4,0
701,uncertainties,ramos,https://github.com/ramos/uncertainties,Fortran MODULE for linear propagation of errors,10,9,1,0
702,wien2wannier,wien2wannier,https://github.com/wien2wannier/wien2wannier,from linearized augmented plane waves to maximally localized Wannier functions,4448,9,6,5
703,IHPCSS_Coding_challenge_2019,capellil,https://github.com/capellil/IHPCSS_Coding_challenge_2019,The repository containing everything you need to compete in the IHPCSS 2019 programming challenge.,1192,9,10,0
704,carlson-elliptic-integrals,jacobwilliams,https://github.com/jacobwilliams/carlson-elliptic-integrals,Carlson symmetric forms of elliptic integrals,604,9,1,0
705,NS-2D,hangsz,https://github.com/hangsz/NS-2D,Function Test for NS-2D Solver.,101407,9,12,0
706,hazel2,aasensio,https://github.com/aasensio/hazel2,Hazel v2.0: synthesis and inversion of Stokes profiles caused by the joint action of atomic level polarization and the Hanle and Zeeman effects,51686,9,2,7
707,periodic-NBO,jrschmidt2,https://github.com/jrschmidt2/periodic-NBO,,172,9,8,1
708,exchanges,dkorotin,https://github.com/dkorotin/exchanges,Exchange parameters of Heisenberg model calculation via Green's function approach,6630,9,4,0
709,Fortran---CGAL-polyhedra,LadaF,https://github.com/LadaF/Fortran---CGAL-polyhedra,Fortran bindings to the CGAL library to query whether a point is inside of a polyhedron and their distance.,264,8,3,1
710,Multigrid_Poisson_Solver_3D,phquanta,https://github.com/phquanta/Multigrid_Poisson_Solver_3D,3D Parallel(MPI)  Multigrid Poisson Solver,9,8,1,0
711,fortranString,bceverly,https://github.com/bceverly/fortranString,String class in Fortran 2008,32,8,0,1
712,fortran-sdl2,interkosmos,https://github.com/interkosmos/fortran-sdl2,Interfaces to SDL 2.0 for Fortran 2008,1912,8,0,0
713,mineos,geodynamics,https://github.com/geodynamics/mineos,Mineos computes synthetic seismograms in a spherically symmetric non-rotating Earth by summing normal modes.,77757,8,16,6
714,fortran-string,dongli,https://github.com/dongli/fortran-string,A readable Fortran string module,19,8,2,0
715,advanced-parallel-prog,csc-training,https://github.com/csc-training/advanced-parallel-prog,Advanced Parallel Programming,4238,8,5,0
716,fv3atm,NOAA-EMC,https://github.com/NOAA-EMC/fv3atm,,6779,8,42,17
717,gees,Azrael3000,https://github.com/Azrael3000/gees,GPL Euler equation solver,36,8,5,4
718,ode-openacc,starkiller-astro,https://github.com/starkiller-astro/ode-openacc,Some tests about solving ODEs / reaction networks on GPUs using OpenACC,3037,8,3,0
719,clawpack-4.x,clawpack,https://github.com/clawpack/clawpack-4.x,The old svn repository from kingkong will move here for future development.,3218,8,8,2
720,isoft,cmacmackin,https://github.com/cmacmackin/isoft,ISOFT: Ice Shelf/Ocean Fluid- and Thermodynamics,16842,8,1,0
721,Grid2Grid,LHEEA,https://github.com/LHEEA/Grid2Grid,HOS Wrapper for C++/fortran CFD solvers,18871,8,8,1
722,dnad,joddlehod,https://github.com/joddlehod/dnad,A Dual Number Automatic Differentiation Module for Fortran,8,8,1,0
723,fortran-container,dongli,https://github.com/dongli/fortran-container,This repository contains some container data structure types for Fortran.,39,8,6,0
724,Cassandra,MaginnGroup,https://github.com/MaginnGroup/Cassandra,Cassandra is a Monte Carlo package to conduct atomistic simulations.,844656,8,4,19
725,Architect,albz,https://github.com/albz/Architect,a hybrid 2D code for plasma wakefield acceleration,501,8,5,0
726,octave-3.8.2-enable-64-ubuntu-14.04,calaba,https://github.com/calaba/octave-3.8.2-enable-64-ubuntu-14.04,Octave 3.8.2 compiled with --enable-64 (experimental switch) on 64-bit Ubuntu Linux Desktop 14.04 (and higher),90472,8,3,0
727,PyLocEQ,amir-allam,https://github.com/amir-allam/PyLocEQ,Earthquake location in python based on eikonal travel times in 3D velocity models,9557,8,5,0
728,ddPCM,filippolipparini,https://github.com/filippolipparini/ddPCM,A fast domain decomposition based implementation of the COSMO solvation model,9730,8,11,0
729,Unit,andreypudov,https://github.com/andreypudov/Unit,A unit testing library for Fortran,90,8,1,0
730,MORTIF,szaghi,https://github.com/szaghi/MORTIF,MORTon Indexer (Z-order) Fortran environment,1101,8,1,2
731,diffusion-map,wesbarnett,https://github.com/wesbarnett/diffusion-map,Comparison of principal components analysis with diffusion maps on toy data sets and a molecular simulation trajectory,50495,8,2,0
732,OSM2018,sischei,https://github.com/sischei/OSM2018,,88259,8,32,0
733,Reflection-Removal,bhaktipriya,https://github.com/bhaktipriya/Reflection-Removal,Reflection Removal using Ghosting Cueues and Patch Priors. Modelled as modeled as a half Quadratic Optimization Problem.,25202,8,3,0
734,nanofort,jshahbazi,https://github.com/jshahbazi/nanofort,Fortran bindings for the nanomsg sockets library,17,8,1,0
735,Fortran_Davidson,NLESC-JCER,https://github.com/NLESC-JCER/Fortran_Davidson,Davidson eigensolver implemented in Fortran,15221,8,2,6
736,quadrature-fortran,jacobwilliams,https://github.com/jacobwilliams/quadrature-fortran,Adaptive Gaussian Quadrature with Modern Fortran,24,8,0,0
737,IMPACT-Z,impact-lbl,https://github.com/impact-lbl/IMPACT-Z,For IMPACT-Z beam dynamics code users and developers,10907,8,6,1
738,dsmc,schuberm,https://github.com/schuberm/dsmc,monte carlo of heat conduction from nanoparticle,401,8,3,1
739,channel-f90,davecats,https://github.com/davecats/channel-f90,Direct Numerical Simulation of an incompressible turbulent channel flow (F90),35,8,5,0
740,pydirect,npinto,https://github.com/npinto/pydirect,Python wrapper to the DIRECT global optimization algorithm (forked from http://code.google.com/p/pydirect/source/browse),152,8,5,1
741,decwar,drforbin,https://github.com/drforbin/decwar,Historic decwar fortran IV code which has been modified to run on simh (standard tops10 system),584,8,1,1
742,SummerSchool2014,fomics,https://github.com/fomics/SummerSchool2014,CSCS-USI Summer School in Parallel Programming 2014,53249,8,11,0
743,libsparse,jvdp1,https://github.com/jvdp1/libsparse,,380,8,0,0
744,stock-prices,modern-fortran,https://github.com/modern-fortran/stock-prices,Analyzing stock prices with Fortran arrays,1200,8,0,0
745,FASMA-synthesis,MariaTsantaki,https://github.com/MariaTsantaki/FASMA-synthesis,Python code for stellar spectral analysis,52932,8,3,4
746,mheap,trifling,https://github.com/trifling/mheap,Modern Fortran implementation of the heap data structure,9,8,1,1
747,fortran-collections,bast,https://github.com/bast/fortran-collections,Got tired of Fortran not having high level containers.,7,8,1,0
748,DNN,Quiota,https://github.com/Quiota/DNN,Contains Deep Learning Code implemented on generic CPUs & Intel Xeon Phi Coprocessors,8443,8,8,0
749,f90getopt,haniibrahim,https://github.com/haniibrahim/f90getopt,getopt functionality (C-like command-line argument parsing) for Fortran 90,28,8,2,0
750,sixs,jgomezdans,https://github.com/jgomezdans/sixs,Python bindings for 6s. The 6S code is a basic RT code used for calculation of lookup tables in the MODIS atmospheric correction algorithm.,531,8,4,1
751,feasolver,luogyong,https://github.com/luogyong/feasolver,a finite element in geotechnical applications,3044,8,3,0
752,ConductionFEM,anak-fhv,https://github.com/anak-fhv/ConductionFEM,FEM code for conduction heat transfer using ICEM-CFD .msh files,2128,8,2,0
753,SIS2,NOAA-GFDL,https://github.com/NOAA-GFDL/SIS2,NOAA-GFDL's Sea Ice Simulator version 2,4969,8,29,10
754,snap,metno,https://github.com/metno/snap,Severe Nuclear Accident Programme,17023,8,2,1
755,FORbID,giacombum,https://github.com/giacombum/FORbID,Simple OOP Fortran Definite Integrals Solver,61,8,3,7
756,matlab,jacobwilliams,https://github.com/jacobwilliams/matlab,,272,8,1,0
757,Grid-generation,hangsz,https://github.com/hangsz/Grid-generation,,6964,8,9,0
758,GGI_TLM,ggiemr,https://github.com/ggiemr/GGI_TLM,Time Domain electromagnetic modelling based on the TLM technique,83329,8,2,0
759,partmc,compdyn,https://github.com/compdyn/partmc,Particle-resolved stochastic atmospheric aerosol model,169465,8,5,41
760,sfincs,landreman,https://github.com/landreman/sfincs,SFINCS: the Stellarator Fokker-Planck Iterative Neoclassical Conservative Solver,78579,8,7,1
761,cs498,rauhul,https://github.com/rauhul/cs498,Applied Machine Learning UIUC SP 2017,39730,8,3,0
762,HASTY,szaghi,https://github.com/szaghi/HASTY,HASh Table fortran container exploting coarraY,6562,8,0,5
763,ParaviewPlugins,jrper,https://github.com/jrper/ParaviewPlugins,My ParaView plug source code.,1247,8,3,0
764,gmsh-to-vtk-and-tecplot,truongd8593,https://github.com/truongd8593/gmsh-to-vtk-and-tecplot,Convert .msh mesh file (Quadrilateral) of gmsh to .vtk file and/or .dat tecplot file,1098,8,7,0
765,deSolve,cran,https://github.com/cran/deSolve,":exclamation: This is a read-only mirror of the CRAN R package repository.  deSolve — Solvers for Initial Value Problems of Differential Equations ('ODE', 'DAE', 'DDE'). Homepage: http://desolve.r-forge.r-project.org/  ",17724,8,2,0
766,fold2Bloch-VASP,rubel75,https://github.com/rubel75/fold2Bloch-VASP,Unfolding the band structure of a supercell obtained with VASP,451,8,8,0
767,fortran-submodule,scivision,https://github.com/scivision/fortran-submodule,Examples of modern Fortran 2008 submodule,82,8,2,1
768,GFC,DmitryLyakh,https://github.com/DmitryLyakh/GFC,,273,8,0,0
769,torontonian-sampling,XanaduAI,https://github.com/XanaduAI/torontonian-sampling," This repository contains the source code used to produce the results presented in the paper ""Classical benchmarking of Gaussian Boson Sampling on the Titan supercomputer"".",27,8,3,0
770,scsbz,tflovorn,https://github.com/tflovorn/scsbz,Mean-field self-consistent equations for slave-boson superconductivity.,127,8,9,1
771,MAOOAM,Climdyn,https://github.com/Climdyn/MAOOAM,"Lua, Fortran and Python implementations of MAOOAM: the Modular Arbitrary-Order Ocean-Atmosphere Model",10415,8,9,1
772,NLP-Sentence-Compression,kyeah,https://github.com/kyeah/NLP-Sentence-Compression,Paraphrasic Sentence Compression using Deep-Link Bilingual Phrase Alignments.,82928,8,3,0
773,Le_OOPFortran,iurisegtovich,https://github.com/iurisegtovich/Le_OOPFortran,Learning Object Oriented Programming in Fortran,158,8,1,2
774,quantum_scf,xiangyunbin,https://github.com/xiangyunbin/quantum_scf,,194,8,10,0
775,DIABLO,johnryantaylor,https://github.com/johnryantaylor/DIABLO,DNS In A Box...Laptop Optimized!,823,8,14,1
776,fortran-datetime,dongli,https://github.com/dongli/fortran-datetime,Another Fortran datetime library,67,8,4,1
777,ButterflyPACK,liuyangzhuan,https://github.com/liuyangzhuan/ButterflyPACK,,802483,8,1,2
778,relax,geodynamics,https://github.com/geodynamics/relax,Relax implements a semi-analytic Fourier-domain solver and equivalent body forces to compute quasi-static relaxation of stress perturbation.,88379,8,7,0
779,fregex,andreww,https://github.com/andreww/fregex,Regular expressions in Fortran,104,8,4,0
780,freeon,FreeON,https://github.com/FreeON/freeon,Linear Scaling Electronic Structure,113482,8,4,2
781,HORSES2D,juanmanzanero,https://github.com/juanmanzanero/HORSES2D,Two dimensional high-order spectral element method fluid dynamics solver,1250,8,3,0
782,HOMMEXX,E3SM-Project,https://github.com/E3SM-Project/HOMMEXX,Clone of ACME for CMDV-SE project to convert HOMME to C++,49767,8,0,57
783,euler2D-kfvs-Fortran2003,truongd8593,https://github.com/truongd8593/euler2D-kfvs-Fortran2003,"2D solver for Euler equations using kinetic flux vector splitting scheme, written in OOP F2003",1377,8,7,0
784,fortran-generics,certik,https://github.com/certik/fortran-generics,Use cases for Fortran generics,20,8,0,0
785,DMFTtools,aamaricci,https://github.com/aamaricci/DMFTtools,A collection of fortran modules and routines based on SciFortran used in my DMFT or CondMat numerical codes.,526,8,5,0
786,HANK,ikarib,https://github.com/ikarib/HANK,Replication of Heterogeneous Agent New Keynesian (HANK) model in MATLAB,4966,8,14,2
787,pycsd,anuesseler,https://github.com/anuesseler/pycsd,python interface for using lapack cosine-sine decomposition,164,8,0,0
788,whamp,irfu,https://github.com/irfu/whamp,WHAMP - Waves in Homogeneous Anisotropic Magnetized Plasma.,5908,8,5,0
789,Monte-Carlo-Radiation-Phd,lewisfish,https://github.com/lewisfish/Monte-Carlo-Radiation-Phd,Monte Carlo Radiation Transport code for biological tissues.,1690,8,1,0
790,MAIZSIM,ARS-CSGCL-DT,https://github.com/ARS-CSGCL-DT/MAIZSIM,Source code for maize or corn (Zea Mays) simulation model,103283,8,10,0
791,SMFAPAC,mickcollins,https://github.com/mickcollins/SMFAPAC,systematic molecular fragmentation by annihilation,9028,8,1,1
792,GMCORE,LASG-GAMIL,https://github.com/LASG-GAMIL/GMCORE,A dynamical core for solving geophysical fluid equations on the sphere,473,8,3,0
793,wrf,cloudruninc,https://github.com/cloudruninc/wrf,Weather Research and Forecasting (WRF) model,53042,8,0,0
794,fortranLAB,iurisegtovich,https://github.com/iurisegtovich/fortranLAB,"A collection of links, samples, examples and tests for setup and usage of fortran (or maybe c) with libraries providing number crunching capabilities like those of MATLAB",10827,8,0,1
795,homebrew-rocket-sim,stanford-ssi,https://github.com/stanford-ssi/homebrew-rocket-sim,SSI's very own rocket simulator program.,2092,8,2,0
796,MultiNest,rjw57,https://github.com/rjw57/MultiNest,MultiNest is a Bayesian inference tool which calculates the evidence and explores the parameter space which may contain multiple posterior modes and pronounced (curving) degeneracies in moderately high dimensions.,179,8,13,2
797,gabriel,jdonners,https://github.com/jdonners/gabriel,Fortran library to simplify the use of MPI for halo exchanges and transformations,310,8,0,5
798,lagrange_interpolator,jlokimlin,https://github.com/jlokimlin/lagrange_interpolator,An OOP library for 1 and 2-dimensional Lagrange interpolation,5,8,1,0
799,fortran-tutorial,cmacmackin,https://github.com/cmacmackin/fortran-tutorial,An introduction for programmers who have no experience with Fortran,320,8,6,0
800,specfem1d,geodynamics,https://github.com/geodynamics/specfem1d,SPECFEM1D simulates seismic wave propagation in a one-dimensional heterogeneous medium. It is a small code that allows users to learn how a spectral-element program is written.,117,8,16,0
801,yajl-fort,nncarlson,https://github.com/nncarlson/yajl-fort,YAJL-Fort:  A modern Fortran interface to the YAJL library,294,8,2,1
